-35.5485001	146.1678925
-31.1165085	150.266922
-31.1165085	150.266922
-31.1165085	150.266922
-34.2817993	146.6678925
-32.5555611	148.9424286
-32.5555611	148.9424286
-32.5555611	148.9424286
-33.4244003	151.3439941
-33.4244003	151.3439941
-33.4244003	151.3439941
-34.1651993	148.4512024
-35.8317986	146.8011932
-34.8173943	147.2009125
-30.2152004	149.4346008
-34.7652016	146.9178925
-35.2652016	147.1179047
-35.2652016	147.1179047
-35.2652016	147.1179047
-35.2652016	147.1179047
-34.4365196	148.7167053
-33.1824799	148.6890869
-31.8568001	148.6596069
-33.8152008	148.6846008
-33.3818016	148.0012054
-33.3818016	148.0012054
-31.7116699	148.6631317
-37.0437698	148.9414978
-37.0437698	148.9414978
-28.8132801	153.2758026
-32.2568016	148.6011963
-31.5080585	150.680069
-34.8173943	147.2009125
-29.654089	150.8297729
-34.2436867	148.1557465
-30.5151997	151.6651001
-29.7817993	151.1179047
-32.0506859	150.8674011
-32.5895691	149.5863342
-32.5895691	149.5863342
-32.9318008	147.7012024
-31.2485008	150.4678955
-32.9318008	147.7012024
-31.6997108	147.8358154
-28.8132801	153.2758026
-30.979393	150.2565002
-33.8731995	151.2095947
-34.2436867	148.1557465
-35.3317986	146.2678986
-32.4030266	151.9651642
-29.8652	150.5679016
-29.5317993	150.5679016
-32.5555611	148.9424286
-28.6152	153.0012054
-28.8132801	153.2758026
-33.8731995	151.2095947
-28.1724472	153.5422668
-34.7610016	147.8553925
-34.7934036	147.0390778
-34.7934036	147.0390778
-33.8731995	151.2095947
-34.8778915	150.5988312
-33.2817993	149.1011963
-32.2652016	150.8845978
-32.3984985	151.752594
-31.9151993	152.4512024
-32.4271545	151.5401611
-32.4271545	151.5401611
-34.4365196	148.7167053
-36.0070686	146.3727722
-34.4468651	147.5337524
-33.8984985	148.1511993
-28.8132801	153.2758026
-28.8584709	153.5681763
-30.7477474	150.7201996
-35.1171112	147.3562775
-34.6735001	148.6345978
-30.3261204	149.7837067
-33.1152	147.8011932
-32.2318001	148.2346039
-33.4244003	151.3439941
-31.8667603	152.3698883
-30.334959	152.7082367
-29.0554466	152.0187836
-28.5523605	153.4995575
-34.7485008	149.7346039
-29.6818008	152.9346008
-32.2568016	148.6011963
-30.7477474	150.7201996
-29.0818005	153.3345947
-28.7152004	153.5346069
-28.4732494	152.5493622
-34.8778915	150.5988312
-35.1171112	147.3562775
-36.0070686	146.3727722
-32.0506859	150.8674011
-33.8152008	148.6846008
-33.8731995	151.2095947
-33.5984993	150.7512054
-28.8484993	153.0511932
-32.0059204	151.9586182
-34.8401985	148.9178925
-32.2568016	148.6011963
-31.0907001	150.9317932
-35.1171112	147.3562775
-35.1171112	147.3562775
-30.4484997	152.9011993
-34.7817993	150.7012024
-28.6485004	153.6179047
-32.2652016	150.8845978
-35.7765884	148.0099487
-34.5525551	148.3505249
-35.7765884	148.0099487
-35.2652016	147.1179047
-32.0068016	149.9846039
-31.7116699	148.6631317
-32.2568016	148.6011963
-32.2568016	148.6011963
-36.6739197	149.8417816
-28.8132801	153.2758026
-30.7176991	152.9172974
-35.3419228	146.9516907
-32.0059204	151.9586182
-31.5080585	150.680069
-31.5080585	150.680069
-32.567421	151.1660309
-34.8778915	150.5988312
-29.5317993	150.5679016
-29.7817993	151.1179047
-29.9556236	151.212204
-34.6735001	148.6345978
-33.8731995	151.2095947
-28.8132801	153.2758026
-32.0506859	150.8674011
-35.1171112	147.3562775
-32.5895691	149.5863342
-28.6485004	153.6179047
-33.8731995	151.2095947
-32.2652016	150.8845978
-31.4341908	152.9091949
-31.0818005	152.8345947
-32.2652016	150.8845978
-34.4468651	147.5337524
-35.7765884	148.0099487
-31.5652008	147.2012024
-31.0907001	150.9317932
-33.8984985	148.1511993
-35.2151985	146.7178955
-34.3484993	146.9011993
-34.8401985	148.9178925
-30.4484997	152.9011993
-32.7330818	151.5574036
-34.7934036	147.0390778
-32.0506859	150.8674011
-30.2152004	151.6678925
-34.6717987	150.8556366
-34.7817993	150.7012024
-31.9151993	152.4512024
-31.0907001	150.9317932
-33.8152008	148.6846008
-33.2817993	151.4178925
-35.5485001	146.1678925
-32.0506859	150.8674011
-32.567421	151.1660309
-28.8132801	153.2758026
-31.8667603	152.3698883
-32.2568016	148.6011963
-29.6818008	152.9346008
-35.3041	148.2234955
-29.6818008	152.9346008
-30.4652004	153.0178986
-29.7817993	151.1179047
-33.4485016	149.1846008
-30.4484997	152.9011993
-31.0907001	150.9317932
-32.9318008	147.7012024
-34.8173943	147.2009125
-28.8132801	153.2758026
-32.2568016	148.6011963
-35.1171112	147.3562775
-34.6394882	148.025238
-28.8132801	153.2758026
-35.1171112	147.3562775
-32.0506859	150.8674011
-32.0506859	150.8674011
-32.567421	151.1660309
-34.7934036	147.0390778
-35.8484993	146.5178986
-35.8484993	146.5178986
-34.7934036	147.0390778
-36.2318001	149.1179047
-32.2568016	148.6011963
-35.2151985	146.7178955
-29.7817993	151.1179047
-33.4485016	149.1846008
-30.3817997	150.6179047
-34.7485008	150.8345947
-32.2568016	148.6011963
-28.8132801	153.2758026
-32.1651993	150.9011993
-28.8132801	153.2758026
-33.4244003	151.3439941
-32.0506859	150.8674011
-32.0506859	150.8674011
-34.7817993	150.7012024
-34.7817993	150.7012024
-34.7817993	150.7012024
-34.846447	150.6053619
-35.5485001	146.1678925
-30.979393	150.2565002
-30.979393	150.2565002
-31.1165085	150.266922
-31.1165085	150.266922
-32.5555611	148.9424286
-35.5197105	148.1452789
-35.5197105	148.1452789
-32.5555611	148.9424286
-35.0655365	148.1075287
-32.5555611	148.9424286
-32.5555611	148.9424286
-32.5555611	148.9424286
-33.8984985	148.1511993
-33.8984985	148.1511993
-33.8984985	148.1511993
-33.3818016	148.0012054
-33.8984985	148.1511993
-33.8984985	148.1511993
-34.3317986	147.2178955
-33.8984985	148.1511993
-32.5555611	148.9424286
-30.979393	150.2565002
-33.4244003	151.3439941
-34.0680008	150.8235016
-34.8778915	150.5988312
-33.8731995	151.2095947
-30.7176991	152.9172974
-30.5151997	151.6651001
-30.5151997	151.6651001
-30.5151997	151.6651001
-34.8778915	150.5988312
-34.8778915	150.5988312
-34.8778915	150.5988312
-34.8778915	150.5988312
-33.4485016	149.1846008
-33.4485016	149.1846008
-32.0506859	150.8674011
-34.8317986	147.3345947
-35.8317986	146.6678925
-34.8173943	147.2009125
-30.2152004	149.4346008
-30.2152004	149.4346008
-30.7707005	150.2678986
-30.7707005	150.2678986
-30.7707005	150.2678986
-34.8173943	147.2009125
-34.8173943	147.2009125
-35.1171112	147.3562775
-34.7616463	146.732193
-34.4365196	148.7167053
-34.4365196	148.7167053
-33.2817993	148.7346039
-33.2817993	148.7346039
-35.2652016	147.1179047
-33.149779	148.800034
-31.8568001	148.6596069
-33.8152008	148.6846008
-32.0523605	149.256958
-32.0523605	149.256958
-32.0523605	149.256958
-32.5555611	148.9424286
-32.5555611	148.9424286
-33.3818016	148.0012054
-33.1824799	148.6890869
-33.8152008	148.6846008
-33.0984993	148.8511963
-33.0984993	148.8511963
-33.3818016	148.0012054
-32.9283218	148.7519073
-32.9283218	148.7519073
-32.9283218	148.7519073
-32.9283218	148.7519073
-33.8731995	151.2095947
-32.2318001	148.2346039
-32.2318001	148.2346039
-35.6574211	145.811676
-33.8731995	151.2095947
-28.8132801	153.2758026
-28.8132801	153.2758026
-28.8132801	153.2758026
-28.8132801	153.2758026
-32.2568016	148.6011963
-29.7817993	151.1179047
-36.0592537	146.9438782
-29.7817993	151.1179047
-32.7525139	148.6462402
-29.7817993	151.1179047
-34.3484993	146.9011993
-33.8152008	148.6846008
-31.9151993	152.4512024
-33.9151993	147.2346039
-33.9318008	147.2012024
-34.4365196	148.7167053
-34.4468651	147.5337524
-31.5080585	150.680069
-34.4365196	148.7167053
-31.4541855	152.7259064
-32.2568016	148.6011963
-33.848671	151.2162018
-28.8484993	153.0511932
-29.7318001	151.7346039
-29.7318001	151.7346039
-28.8132801	153.2758026
-28.8132801	153.2758026
-30.5151997	151.6651001
-30.5151997	151.6651001
-30.7477474	150.7201996
-30.9818001	151.5845947
-33.8772202	151.1972046
-34.6717987	150.8556366
-31.9151993	152.4512024
-29.7817993	151.1179047
-32.2652016	150.8845978
-29.7817993	151.1179047
-32.2652016	150.8845978
-29.7817993	151.1179047
-29.7817993	151.1179047
-34.7817993	150.7012024
-31.3152008	152.7012024
